customerID,gender_x,SeniorCitizen_x,Partner_x,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,1,gender_y,SeniorCitizen_y,Partner_y,gender^2,gender SeniorCitizen,gender Partner,SeniorCitizen^2,SeniorCitizen Partner,Partner^2,gender^3,gender^2 SeniorCitizen,gender^2 Partner,gender SeniorCitizen^2,gender SeniorCitizen Partner,gender Partner^2,SeniorCitizen^3,SeniorCitizen^2 Partner,SeniorCitizen Partner^2,Partner^3,Churn
2612-PHGOX,1,0,1,0,64,1,2,0,0,2,2,2,2,0,2,1,0,76.1,4069,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1
2408-TZMJL,1,0,1,0,59,1,2,1,2,2,2,0,2,2,1,1,2,110.15,5184,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
8480-PPONV,1,0,1,1,62,1,2,1,2,2,2,2,2,2,2,0,0,115.55,5604,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1
8780-IHCRN,1,0,1,1,63,1,2,2,1,1,1,1,1,1,2,0,1,24.65,1027,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1
4598-ZADCK,0,0,0,0,53,0,1,0,2,2,2,2,2,0,1,1,2,53.6,2486,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1257-SXUXQ,1,0,1,1,5,1,0,2,1,1,1,1,1,1,0,0,3,19.45,6240,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1
9681-KYGYB,1,1,1,0,49,1,2,1,2,2,2,0,0,0,0,1,2,88.2,3555,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
7182-OVLBJ,0,0,1,1,62,1,2,1,2,0,0,0,2,2,2,1,0,101.15,5285,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
5095-ETBRJ,0,0,1,0,55,1,0,0,2,2,0,2,0,0,2,0,3,56.8,2707,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
7005-CYUIL,0,1,1,0,71,1,0,1,2,2,2,2,2,0,2,1,2,99.4,5608,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1
4821-WQOYN,0,0,1,1,72,1,0,2,1,1,1,1,1,1,2,1,1,20.1,591,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
4730-AWNAU,1,0,1,1,36,0,1,0,2,0,2,2,2,2,1,0,1,60.7,1868,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1
3452-FLHYD,1,0,1,0,25,1,0,2,1,1,1,1,1,1,1,1,0,20.95,4194,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1
2388-LAESQ,0,1,1,0,72,1,2,1,2,2,2,2,2,2,2,1,0,114.85,6145,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1
9531-NSBMR,0,0,0,0,36,1,0,2,1,1,1,1,1,1,1,1,0,19.25,5372,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
6260-ONULR,1,0,0,0,1,1,0,0,0,0,0,0,2,2,0,1,3,62.8,5042,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
4389-UEFCZ,0,0,1,0,72,1,2,1,2,0,2,0,2,2,2,1,2,105.5,5795,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
8711-LOBKY,1,0,1,1,59,1,0,2,1,1,1,1,1,1,2,0,3,19.85,349,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1
9134-CEQMF,1,1,1,0,7,1,0,1,0,0,0,0,2,2,0,1,2,89.5,5353,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
8985-OOPOS,0,0,0,0,1,1,0,0,0,0,2,2,2,2,1,0,1,74.1,5714,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
8800-ZKRFW,0,0,1,1,30,1,2,1,0,2,2,2,2,2,0,1,2,107.5,2822,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
2616-FLVQC,1,0,0,0,64,1,0,2,1,1,1,1,1,1,2,0,3,19.55,440,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
9968-FFVVH,1,0,0,0,63,1,2,0,2,2,2,2,0,0,1,0,0,68.8,3504,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
3108-PCCGG,1,1,1,0,72,1,2,0,2,2,2,0,2,2,2,0,1,84.45,4840,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
7993-PYKOF,1,0,1,0,8,1,0,1,2,0,0,0,0,0,0,0,2,75.0,5109,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
8390-FESFV,0,0,0,0,62,1,2,0,0,2,2,2,2,2,2,0,0,84.5,4349,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
3022-BEXHZ,1,0,1,1,67,1,2,1,0,2,2,2,2,2,2,1,0,111.2,5787,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1
5027-XWQHA,1,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,2,44.75,2352,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
6248-TKCQV,0,0,1,1,70,1,2,0,2,0,0,2,2,2,2,1,0,80.6,4537,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
6729-GDNGC,0,1,0,0,20,1,0,1,0,0,0,0,2,0,0,0,0,80.7,1077,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
6198-ZFIOJ,0,0,0,0,5,1,2,1,0,0,0,0,0,0,0,0,2,75.6,3439,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
5989-OMNJE,0,0,1,1,24,0,1,0,2,2,2,0,2,2,1,0,2,57.6,662,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
4566-QVRRW,0,0,1,0,11,1,0,0,0,0,0,0,0,0,0,1,2,44.05,4080,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
1291-CUOCY,1,0,1,0,72,1,2,1,0,2,2,2,2,2,2,1,1,110.6,5997,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1
9795-SHUHB,0,0,1,1,66,1,0,0,2,2,0,2,0,0,2,1,1,58.2,3269,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
3230-IUALN,0,0,1,1,45,1,0,0,2,0,2,2,2,2,2,1,3,81.0,3063,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
0042-RLHYP,0,0,1,1,69,1,0,2,1,1,1,1,1,1,2,0,0,19.7,723,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
8519-IMDHU,1,1,1,0,15,1,2,1,0,0,0,0,0,2,0,1,0,85.6,627,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
4945-RVMTE,0,0,0,0,28,1,0,0,0,0,2,0,2,0,0,1,0,59.55,1122,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0201-OAMXR,0,0,0,0,70,1,2,1,2,2,2,2,2,2,1,0,1,115.55,6075,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1866-NXPSP,0,0,0,0,36,1,0,0,2,2,2,2,0,2,1,1,3,75.55,2332,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
3372-KWFBM,1,1,0,0,16,1,2,1,0,0,0,0,2,0,0,1,2,86.6,514,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
7831-QGOXH,0,0,0,0,18,1,2,1,0,0,0,0,2,0,0,1,2,85.2,992,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
6393-WRYZE,0,0,1,0,34,1,2,1,0,0,0,0,2,2,0,1,2,97.65,2787,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
3941-XTSKM,1,0,1,1,42,0,1,0,0,2,2,0,0,2,1,1,1,45.1,1680,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1
1661-CZBAU,1,0,0,0,48,1,2,0,2,0,0,2,0,2,1,1,0,70.95,3137,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
6599-RCLCJ,1,0,1,0,47,1,2,1,0,2,2,2,2,2,0,1,2,109.55,4313,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
9831-BPFRI,0,0,1,1,39,1,2,1,0,2,2,2,0,0,1,1,2,89.55,3010,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
5158-RIVOP,0,0,1,1,11,1,0,2,1,1,1,1,1,1,2,0,1,20.9,1652,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
9788-YTFGE,1,0,0,0,7,1,0,2,1,1,1,1,1,1,0,1,3,19.95,865,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
9277-JOOMO,0,0,0,0,3,1,2,2,1,1,1,1,1,1,0,0,3,24.6,6241,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1907-YLNYW,1,0,0,0,8,1,0,0,2,0,2,0,0,2,0,1,2,66.7,4773,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1725-MIMXW,1,0,0,1,1,1,0,2,1,1,1,1,1,1,0,1,3,19.45,1483,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
8947-YRTDV,1,0,1,1,32,1,0,1,2,2,2,0,0,2,1,0,3,94.8,2723,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1
3161-ONRWK,1,0,1,1,60,1,0,0,2,2,2,2,0,0,1,1,0,65.85,3360,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1
0114-RSRRW,0,0,1,0,10,1,0,2,1,1,1,1,1,1,0,1,0,19.95,1443,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
4565-NLZBV,0,0,1,0,71,1,2,2,1,1,1,1,1,1,2,1,0,24.65,1210,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
0031-PVLZI,0,0,1,1,4,1,0,2,1,1,1,1,1,1,0,0,3,20.35,5822,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
7206-GZCDC,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,69.25,5443,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
6682-VCIXC,0,0,1,1,43,0,1,0,2,2,0,2,2,0,1,1,0,51.25,1769,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
4791-QRGMF,1,0,1,0,59,1,2,1,0,0,2,0,2,2,1,1,0,99.5,4885,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
6475-VHUIZ,0,0,1,0,23,1,0,0,0,0,2,2,0,0,0,0,2,54.25,407,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
3910-MRQOY,0,0,1,0,72,1,0,2,1,1,1,1,1,1,2,0,0,19.4,893,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
0661-WCQNQ,1,0,1,0,22,1,0,0,2,0,0,2,0,0,1,1,1,56.25,533,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1
7537-RBWEA,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,3,25.15,2150,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
4656-CAURT,1,0,0,0,69,1,2,2,1,1,1,1,1,1,2,0,0,23.95,1215,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0121-SNYRK,1,0,0,0,50,0,1,0,2,0,0,2,0,0,1,1,3,35.4,1270,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1768-ZAIFU,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,2,25.2,2151,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
4671-LXRDQ,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,3,45.0,6467,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3733-LSYCE,0,0,1,0,15,1,0,1,0,2,0,0,0,0,0,0,0,75.35,220,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
6265-FRMTQ,1,0,0,0,31,1,0,2,1,1,1,1,1,1,2,0,0,20.4,4974,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1934-SJVJK,1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,20.15,1609,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3838-OZURD,1,0,1,0,66,1,2,1,0,2,2,0,2,2,0,1,1,105.0,5596,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1371-DWPAZ,0,0,1,1,0,0,1,0,2,2,2,2,2,0,2,0,1,56.05,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
9269-CQOOL,1,0,0,1,3,1,0,0,0,0,0,0,2,0,0,1,1,54.7,1187,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2017-CCBLH,0,0,0,0,8,1,0,2,1,1,1,1,1,1,2,0,3,20.0,748,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
7690-KPNCU,1,0,1,1,64,1,0,0,2,0,2,0,2,2,1,1,1,73.05,3966,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1
0536-BGFMZ,0,0,1,0,28,1,0,2,1,1,1,1,1,1,0,0,3,20.5,4662,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
2293-IJWPS,0,0,1,0,57,1,2,1,0,0,2,0,2,2,1,1,1,100.75,4901,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
2845-HSJCY,0,0,1,1,14,1,2,1,0,0,2,0,0,2,0,1,2,87.25,471,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
5469-NUJUR,1,0,0,0,19,1,0,2,1,1,1,1,1,1,2,1,3,19.95,3213,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1184-PJVDB,1,0,1,0,10,1,0,1,0,0,0,0,2,0,0,1,2,79.95,6233,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
2625-TRCZQ,0,0,1,0,51,0,1,0,0,2,0,0,2,2,0,1,2,49.65,2210,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
4102-HLENU,0,0,1,0,67,1,2,0,2,2,2,0,0,0,2,0,3,65.65,3677,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
7266-GSSJX,1,0,1,1,11,1,0,2,1,1,1,1,1,1,0,1,2,20.45,2162,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1
7722-VJRQD,1,0,1,1,72,0,1,0,2,0,2,2,2,2,2,0,0,60.95,3877,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1
7073-QETQY,1,0,1,1,66,1,0,2,1,1,1,1,1,1,1,1,2,20.35,652,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1
9415-DPEWS,0,0,0,0,18,1,2,1,0,0,0,2,2,0,0,1,2,88.35,1111,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
5624-RYAMH,0,0,0,0,9,1,0,2,1,1,1,1,1,1,0,1,2,19.5,1311,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0196-JTUQI,0,0,0,0,9,1,2,1,0,0,0,0,0,0,0,1,1,75.2,5116,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
7130-YXBRO,1,0,1,0,48,1,2,1,2,2,2,0,2,2,0,1,0,111.45,4445,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1
9272-LSVYH,1,0,0,0,10,1,0,1,0,0,0,0,0,0,0,0,3,70.15,5695,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
7943-RQCHR,0,0,0,0,9,1,2,1,0,0,0,0,2,2,0,1,2,94.75,6294,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3793-MMFUH,0,1,0,0,13,1,2,1,0,0,0,0,2,2,0,1,2,95.05,530,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
3249-ZPQRG,1,0,0,0,4,1,2,1,0,2,0,0,0,0,0,0,2,78.45,2864,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2568-BRGYX,1,0,0,0,4,1,0,1,0,0,0,0,0,0,0,1,2,70.2,2012,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3084-DOWLE,0,0,1,0,72,1,2,0,2,2,2,2,2,2,2,0,0,92.0,5198,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
1084-MNSMJ,0,0,1,1,51,1,0,0,2,2,2,2,2,2,2,0,1,85.5,3760,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
7721-JXEAW,1,0,1,0,59,0,1,0,0,2,0,0,0,2,0,1,0,41.05,2103,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
7249-WBIYX,1,0,1,0,10,1,2,1,0,0,0,0,2,0,0,1,2,85.6,6079,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
4238-HFHSN,1,1,1,0,61,1,2,1,0,2,0,0,0,0,0,1,2,82.15,4157,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
6250-CGGUN,1,0,0,0,54,1,0,1,2,0,2,2,0,0,1,0,2,84.4,3803,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
5478-JJVZK,0,0,0,0,33,1,2,0,2,2,0,0,0,0,0,1,3,60.9,1668,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
